:START_ID(executive),:END_ID(stock),name,jobs
3d9ac1c1e66568e32ff9f68797a0060a,300001,于德翔,董事长、董事
861057b5c2320c90ba028fa19eda2610,300001,宋国峰,副董事长、董事
e944686973e427fe2bd9c82bb1aa65e8,300001,屈东明,董事
9a897589e49313ef80c5dda50ae4494e,300001,陈忠强,董事
ef0c6612e125f1c2e947decd4fc611e9,300001,李振生,董事
b0951e6a563bb5b7d95430a8e3782d3b,300001,简兴福,董事
1204528eff00576d8cf45021a622d9ca,300001,孙建强,独立董事
ca5a531181a34cf73b750ab6929d3426,300001,郑晓明,独立董事
1332f273b7913b1de93541d240c9bd3b,300001,井润田,独立董事
e89cd60741205db682002af5b3811387,300350,张京豫,董事长、董事
da5a29dc173d3a9d05ee0752d1b94bce,300350,李长军,副董事长、董事
289d3519138052f83a800514bf0ddc5b,300350,徐传生,董事
a37aa7aaeda702cc2d432a08b2bc5353,300350,张其春,董事
daee07dcdbe6942873eaa4880c568f85,300350,张光明,董事
579c8d99377484009fbcd5a8165d88ce,300350,温福君,董事
a3d335988dcabadf163e0f9ee18b7ece,300350,郑艳玲,独立董事
0b4b0b78094fe37097d98bab23e7d939,300350,胡志勇,独立董事
78da58a241d7e2fa421586a1e0f4e2d1,300350,黄劲业,独立董事
3ed94df91e0186780609f35570572a28,002658,敖小强,董事长、董事
b9283e125931d75d504a1def1459bce6,002658,司乃德,董事
8f0fc45f102e6c7bbb86c7c380e35e33,002658,郜武,董事
06125f1af1ca1312f78f4e4608d2559b,002658,王凌秋,董事
097256e1b54d5c8142d86efec4a4f12f,002658,周黎安,独立董事
2eb5f5fce1cd4cdfd0392213b6dc2b01,002658,吴国平,独立董事
29a6966b9f18d485d8332c2d7d104906,002658,朱天乐,独立董事
66d5a0542b73f41aa02d5feeed5b0ce1,002165,芮敬功,董事长、董事
ba1b16f6a0c5369be682c7e0a836f4ad,002165,芮益民,董事
121462ddf5f98d1ab97e8943d4baa52e,002165,王玉生,董事
06664c88484b16db85575f32f973fe53,002165,陶梅娟,董事
d2563cb07d2f088c005a70fd2b34c10b,002165,姚志洪,董事
f5731d0eae112b2f6202060f94fce904,002165,陈斌,董事
f1ff8a3f51863c52354b37dc00cb7161,002165,江希和,独立董事
200c2d092134a6959ad2666a02224ce4,002165,崔咪芬,独立董事
e4a6a6712b5463ca0a6c23829c5c00d4,002165,吴建斌,独立董事
77bf734a438056a13d403b3a6e9b2e2c,600967,李全文,董事长、董事
29ff54a4a60f13260a2a4b954bdf79e5,600967,单志鹏,董事
6bc23bc4cd87e2931d00e1daa30c5596,600967,石书宏,董事
df3affb3b3db965f92f0a688d7cf9862,600967,张雄,董事
cc858139b233b608b7225e8483a78bee,600967,魏晋忠,董事
fa576813c68cfb5251c1e37924ecb268,600967,李健伟,董事
84e6201c7edae3466b3da0d5df236bed,600967,杜文,独立董事
7eb30f523be4b49017bdc1a3403e8da5,600967,梁晓燕,独立董事
6c97c25e8ed330f571580193bec63514,600967,孙明道,独立董事
9650f2305817ae61c75174424e8ee0d9,600967,鲍祖贤,独立董事
259355f805714a12ed7341409c082352,600967,年志远,独立董事
2936414da341424dd69f0e2e6f013e32,002919,陈勤发,董事长、董事
b9be1df412aa8c2f02bc8424906e373b,002919,许绍壁,副董事长、董事
fb010c146eb1cd16ea9eaaff9366b2fb,002919,彭小青,董事
3d420a394951f6f0d898074fbcf3f090,002919,林典希,董事
eef6b29598bc908259f83dd67ed8477b,002919,蔡建生,独立董事
c4ac1cbb6546268ee1c3b4558f6d83a7,002919,王佩清,独立董事
3f13c7ee550ce437873980cda3420d7e,002919,钟晓明,独立董事
31614a2dd1512ea4db0ec6d13df3335b,600865,陈夏鑫,董事长、董事
9a2504c784430b6b33ca164c157ca2b7,600865,陈琳玲,董事
d24d53d672f71dceddb3989df6c4a7c2,600865,董振东,董事
251a76a58a108d9514abdc7d1f5efbd2,600865,朱燕萍,董事
1282259635f7197cf36a89543e8f278e,600865,高峰,董事
500526095dca8bebba1e0c55a0f7e9ca,600865,沈慧芬,董事
4d7fad6d67d8e98c77c202950494a11d,600865,马骏,独立董事
927000adb49dd6d731d46129b397d5ff,600865,赵敏,独立董事
56871e8f33378f632a807dc3970bb78e,600865,严建苗,独立董事
b63e0d3cc4365b92510baef63ebd431f,000401,姜长禄,董事长、董事
334d34ccadc3925740ae5ab4c86956f5,000401,孔庆辉,董事
075594884f61ce778f94149b146c4d75,000401,刘素敏,董事
38ec8991150361ae77df1d9d910e14ce,000401,李衍,董事
bb98d78388a0e4fada37ea861c9574d3,000401,任前进,董事
b0644e2d43ee180732922c17ab5e7850,000401,于宝池,董事
5707f561be81d788499e6310b363ebaf,000401,孔祥忠,独立董事
0068d6a7109de11bb5a3de7ac14fe722,000401,姚颐,独立董事
8aaf971bd7fa1a48f8e30247a37bccc3,000401,柴朝明,独立董事
c482c38d53d37c72a58604e8f03c9a9f,603818,赵瑞海,董事长、董事
bcbcf516321a94145c6a01b36281e5da,603818,吴娜妮,董事
695a3cde0162d5329e82c8eff0e9894e,603818,赵瑞宾,董事
f89bb84b5ef38a9d09325b36f835830c,603818,赵瑞杰,董事
2fe877a35e7b1ba982b5cd220fb18d89,603818,谢文友,董事
b2ccc7b0fecdef42d75852639758355b,603818,谢文斌,董事
fbb3ba781f4880469a12e139e48f751c,603818,饶水源,董事
6d85cff32969eec47c5540d6ea76e0bd,603818,罗炘,独立董事
8fbbf883991200512c8fc263b7ea7a52,603818,平云旺,独立董事
0551f91a897f8e53b992bf3a4ac3b067,603818,闫华红,独立董事
318241a18fc445b34ff92ffaaf6eebdd,603818,傅江,独立董事
f45076ff7a6721e5975ecdffb4d1a67a,002336,何金明,董事长、董事
2057d56187bfbb431fc12836148bc955,002336,蔡慧明,副董事长、董事
5157e4523e5ea78519e3178bee647395,002336,何浩,董事
7e02275675c6441bbb27afa69c192c55,002336,宋琦,董事
66fe39e6fa7f5585ef45bbcf4aa5abc0,002336,黄纲,董事
3bf0894b39448bc4af3e2465b0896ce8,002336,马敬仁,董事
4885fc23c9a1b2336518f8e8b04ec3c4,002336,刘鲁鱼,独立董事
2f40c7268a89d3b7d074031a3f2b63e0,002336,花涛,独立董事
3fbee7b86091a4ff3babc863b1723129,002336,卜功桃,独立董事
c5c3bafbc964493cdd7050a19f59e001,002664,尹巍,董事长、董事
362988bd84b6a5a53a66d870f2da9b78,002664,张广,副董事长、董事
cc9594b79ac197f9a0209862b7d2e7b4,002664,秦祥秋,董事
9ff32119968a0a3c5cc21b705fb50e41,002664,徐正辉,董事
187d3aa571c6e6aa972519291378149b,002664,马前程,董事
584bbc29c05cb8c0ab1788fceb6b83dc,002664,于德运,董事
d7c1d9c13a09a22b9a8c12dc2c86e28c,002664,钟永成,独立董事
d7ec932136bb4b626cfd3dbfb6b7df09,002664,王洪阳,独立董事
e31fa341c7c77e1ea07ea8f94be0b416,002664,陈伟华,独立董事
02113880a8052a486ed3b9e3b67382af,002697,曹世如,董事长、董事
b2ac7b8ed48aebec933e4d1d19256364,002697,曹曾俊,副董事长、董事
3ec5b7c2f7c7c13f6dc35ffd69404cae,002697,张颖,董事
48904ec8002109c6437ef23b9aa7733e,002697,陈慧君,董事
b26538fadaa443f832ea77b6b6d56329,002697,李宏敏,董事
def7e8ae0879f974c0a467db998c680f,002697,梁辰,董事
7bb16516210857e23511ba629c15e5ed,002697,唐英凯,独立董事
828d4f1ee4a9b5cb3d4191478399f6de,002697,严洪,独立董事
35e8464b24c251914b94841fe1ecd59e,002697,逯东,独立董事
6d463c142d5d3d91d42ec060d6cec0b9,601231,张洪本,董事长、董事
45968cf8ef1498e6d11fd60f2b6f49b5,601231,魏镇炎,董事
5f539921061436fa463096dbf4e5c68f,601231,张虔生,董事
de188884ac95fa0d678344c9f64d8674,601231,Rutherford Chang,董事
3d1192ea2aae9d9d25fe2a8523b0c8b4,601231,Neng Chao Chang,董事
3e26a3aa24b2a234e984fbc1e00f1b4b,601231,陈昌益,董事
e7362c7487469c10c4f2a01d385d79f6,601231,汤云为,独立董事
33a565f09100c714a9f9f892aa3142a4,601231,储一昀,独立董事
d5e9bbb1987f8d8a713466f16be859d2,601231,Charles Chang,独立董事
d9953be0916451b8530d4635a4cdf875,600557,肖伟,董事长、董事
550c6c85c8d24b6daaf366f11e5c3e84,600557,凌娅,副董事长、董事
e83e8db50862eed2cdb2d96e385f3ea0,600557,王振中,董事
56ea1bdea0331cc7d9bc6239ceeb9c0a,600557,程凡,董事
6537655d49091d15fc55f675390a2c15,600557,董强,独立董事
42b76b351c5bd2d202b5a964c0a805f4,600557,仲伯华,独立董事
0f1b76a1e111ff8511c7d4b40698d0aa,600557,杨政,独立董事
504bcebb0aa3d6c89977105fa80d4e6e,600426,常怀春,董事长、董事
a7097a99b910a741a6b887c6bb4fa991,600426,董岩,副董事长、董事
133352e33176b579f1e6a60116a00e90,600426,高景宏,董事
b109146abcf9fd6598882478736999e3,600426,张成勇,董事
4839139bd98028955147c0f3c7a5e72c,600426,边兴玉,董事
d73a86caf2e4f2c11871ce0ed5633f76,600426,曹一平,独立董事
c10676f138a6f26b5b0b178cd28fb4ed,600426,娄贺统,独立董事
e13d878b947abfc2491b07947e66ede8,600426,吴非,独立董事
6310076362f50c11080c789b59d06de7,600426,徐孟洲,独立董事
5c29f5fb91125f413089773c078664cc,600426,丁建生,外部董事
ae8d90fa4fb284977606e7365d15f913,600426,王元仁,外部董事
dd79bd363a64f03409038b24a71934b6,600655,徐晓亮,董事长、董事
66e013b4b20ee4da8c97209385fa9bfb,600655,龚平,副董事长、董事
fb1ad0a4565138bbaa9e5c724f58034f,600655,梅红健,副董事长、董事
c0d140e0ab53e28a5f0b1300a1fe2c37,600655,李志强,董事
22a086c3b92617d810e405362b540a6f,600655,汪群斌,董事
a90f510e9c77b8d147a0666d26ba82fb,600655,蒋义宏,独立董事
c2a75c38031a8417aecc88563d5b06d5,600655,王鸿祥,独立董事
b9d1b993eb032ce23da5f8441d5c7ba5,600655,李海歌,独立董事
bdfdc198af9c28fbb2a60ab6acd67f52,600970,宋寿顺,董事长、董事
9af515e6d021184de60307d0bfdc4a37,600970,夏之云,董事
21332f60efb762053db21155a0561b2a,600970,蒋中文,董事
6ab0673d87cc27cd6c656a83f61c4beb,600970,刘志江,董事
680a128a0f07e641dab679729d72bb09,600970,彭建新,董事
f1bca6816375ae2ba010c04f7f77070d,600970,顾超,董事
da6dfe9fa75c0469133d6d75a14dc53e,600970,张晓燕,独立董事
bc496d55124d8918c8580c6e0aab7a1b,600970,陈少华,独立董事
afac3a70a9c0afec24e6901cfe377b0e,600970,李刚,独立董事
f680479cb5edfa9e9556e8d954957619,601010,陈松林,董事长、董事
2141c1248e527690c4812be0d387c7bc,601010,顾建华,副董事长、董事
45a34450976bd97a4b47e3088db0c4fb,601010,王钺,董事
0ec4a0d857ec2a1d0e5415980f81ef39,601010,武宏旭,董事
159007f217fc8955bb49cb60107aa7e6,601010,孙一宁,董事
d4818cca68aa2cee86c34768c86e109e,601010,刘志耕,独立董事
75b85617eb9d0e0f09751926f17a5a08,601010,严骏,独立董事
902b83540880e69cd5c768ad0149c8fb,601010,刘思培,独立董事
c3853ea4b06da04a0cd38556bf027141,601018,毛剑宏,董事长、董事
ebfa8aa18483e3a9f8d79fdb5d4e73f0,601018,宫黎明,董事
cde3c19b4d18c53bb7abe3fc4fe3689f,601018,陈国潘,董事
ea1e96c66db6092deeafbdda047b7961,601018,蒋一鹏,董事
ec763794f85aedea1845ffda08df2e69,601018,褚斌,董事
6560c261b9141ffce265c3c68cb41db7,601018,金星,董事
f0997899af66388974295c0cbf3e87b2,601018,杨梧,独立董事
499728d71676f3fe11fde163bf0a374b,601018,张四纲,独立董事
af7a7136f55c2e36281717b72947c339,601018,许永斌,独立董事
88ed00ea070c8c8f7b9c8c4c7edebcf6,601018,吕靖,独立董事
c054736716c2547d247c4faadc57da12,601018,陈志昂,外部董事
5555fc301694e6ec112eb5a32567107c,601018,郑少平,外部董事
fec0c6d405ebd690e82d01e9227a7518,002358,杨合岭,董事长、董事
4b9c9fb74bc6e48902bbf1c8fc597c94,002358,曹宏,董事
41bd673e1e879e7d761823b930a70bf0,002358,王志安,董事
f04d384bf393147d9a247feab70be5d0,002358,孔庆珍,董事
c300096b4b93b0759795193f18df2ce4,002358,杨宏钊,董事
a3964f768cdbe2476eec3a45eb0aeac7,002358,黄宾,独立董事
f1e9e3cdde8d63bc84b46fcdff94db24,002358,宋公利,独立董事
3414efc36c9717ef895689b47939c900,002358,裴文谦,独立董事
98c5aba0719bc3e3fc7d7e8c1bf77575,002623,林金锡,董事长、董事
1a025edf421ea9b6edf8460bd05d524d,002623,林金汉,董事
0c7d1c089b157af77f1bead0ee2a9e9d,002623,刘芹,董事
79fd1b317eb810904d59db31a219f7b9,002623,王国祥,董事
c878f04bdbae5d9bc45119eee32d50d6,002623,张喆民,董事
db99a896ca5acbd498f1fddb9d33606f,002623,曾剑伟,独立董事
f5ec5121a629304856bf4e4f144a7fef,002623,葛晓奇,独立董事
23c44b683e5e125a2e05687916cd969e,002623,刘金祥,独立董事
0c48f5fa7b10a36ea5379211934d4c71,603477,贺正刚,董事长、董事
ef5079638af3bdbdeee6172573ace3d4,603477,何晓兰,董事
d0a80e7d0fdb0a0f6745e808e7b90ed4,603477,周密,董事
a1f1902cca76c24a89ed00ecf72c8bd9,603477,赵志刚,董事
5a52be802651dd88048a5213dbbadd7c,603477,曾小平,董事
443161c9f2aaa28053502d4fcae5c38d,603477,宋克利,董事
c84631b62a373545e680b3b0df2af0ea,603477,曹光,独立董事
3045c0f1f27ac8e170dafee716a7f886,603477,史文涛,独立董事
a8e7b1f61d3076becd3e4a27cb93587d,603477,代惠敏,独立董事
91b7922157d02593798ce1aa3bdce6cb,300157,孙庚文,董事长、董事
b386e8789bb2a1a866537ccf7f65a8f6,300157,杨建全,副董事长、董事
93b8dd8ac4006a8651c77c1545a40ec8,300157,汤承锋,董事
119c5729a224d49ce92034fd3c4ad061,300157,刘俊海,董事
0989ac18a59754ed3acca08d068d1901,300157,曲广生,董事
eb3a26e8ee75e83ef6125d4ae0d12d6b,300157,陈渝,独立董事
0cebc8faeceb654eb26adf672bf4423a,300157,叶金兴,独立董事
27c9b35059e2db5ac07cc9f13e9c03c1,300157,骆珣,独立董事
7c6be1a9a209ee43c39c569573a1016a,002522,陈健,董事长、董事
f2d1b2a3a4210522fba2dcf24dac2876,002522,董卫平,董事
ea679fe71f6c2a9d5268049b83d5fba2,002522,黄旭生,董事
aa2d01ac605110bde212567345df515f,002522,王申正,董事
64637d38769c3b32e7811f057240f9e7,002522,汪萍,独立董事
a77615c14d638b0311a4f956f84a3a21,002522,俞毅,独立董事
28a0d11c69bca6fd3349b8e0b717c0be,002522,陈银燕,独立董事
b462dea2cda31de07d25fc061c2dc04e,600630,王卫民,董事长、董事
f0e0cc404f45c415170087e02048dfcf,600630,薛继凤,董事
450b359d1a09578180b9caaca92d1fb9,600630,周思源,董事
542b55abc4cc4efa0940aeb550cb35d0,600630,赵红光,董事
7ec253be954f31085b26d72a92ad62c4,600630,邵峰,董事
2f040b93cd6137442129662cb57f63f9,600630,刘晓刚,独立董事
ee268d62fea850f853a12925300f4f19,600630,薛俊东,独立董事
8dff751464a733856fa7872b322310f1,600630,崔皓丹,独立董事
88c895bd8898fe6978537ec6b9493b03,600630,王士勇,职工董事
57fa1fe2ec9f13497ad38efa2f385567,600548,胡伟,董事长、董事
2b1ec8c62d206109a7efd35f3d906c37,600548,吴亚德,董事
730b92caf7cfbf3e32bf0d63de562297,600548,廖湘文,董事
a0f20588ac8b8f082bdb3f73e92031ec,600548,龚涛涛,董事
2338c8d494e90524ee998535b4ded6a9,600548,陈元钧,董事
f0bf51b5b17b702d9598f7795816df08,600548,陈燕,董事
cad98359cad262be62151d2fc43e524d,600548,范志勇,董事
43f0e6bd0a9c0cef600bd6a0fe95a6f5,600548,陈凯,董事
c172b15dd8175ccc3105801b6401d245,600548,蔡曙光,独立董事
9778e39a88a8834d7a01830d6a5e90d5,600548,温兆华,独立董事
307b3c58bf0ff50436c52a8586a5aa83,600548,陈晓露,独立董事
3b073f3ac451d80c4f7ac760fe42bc43,600548,白华,独立董事
d7992025419d2fec36ad6c936ee9e191,002603,吴以岭,董事长、董事
1699a448bb12eb077645a8f663ca1cba,002603,吴相君,董事
7d8eb06bb413fb38ef3905acf01e9b37,002603,吴瑞,董事
59c86694f04de167c68516bfdc202ab6,002603,赵韶华,董事
bd83ee7a5e07d274b48953fa2e38c283,002603,郭双庚,董事
fd13efcfdfa993e79f4cddbf1e751636,002603,李晨光,董事
299824dff6265d407bd721175ebb4b6e,002603,王震,独立董事
9d347f04a6e1411c87d7abf5ed9955dc,002603,王雪华,独立董事
dfa60185dd92df828f0fff5e15f63e01,002603,季绍良,独立董事
f389a08dcc8bc35229f897108880ea61,000948,徐宏灿,董事长、董事
6feed2dc721630630010ed34a8942f02,000948,陈宇峰,董事
b020437cfd0dbf74289cffffa419b03e,000948,熊辉,董事
5fb08c5dc9792c824e74eafab75ede52,000948,黄毓青,董事
135d579d390ba88002e7cb0a9e781b06,000948,张建生,董事
89e8eda67a5b61bd610a90c831c958d1,000948,周子学,独立董事
f6f6144d4ad60333033ef1937b2bb7db,000948,李小军,独立董事
efad2d9b3951499abc6ae5c2dc9a8068,000948,王建新,独立董事
b5971d42d4b1553fb469f893e161135d,000948,王海荣,独立董事
648c7243712aa0a12f8a3b942a61dc8c,002277,胡子敬,董事长、董事
8a74ceeb193625eb8fade4ea8abd7849,002277,陈细和,董事
0187b9d7c5a5a253b0d4c8cc35fdbf16,002277,陈学文,董事
45415515dd15ebb191675a9538e24899,002277,崔向东,董事
cecabbcd037d97ef0f0a656001bde750,002277,龙建辉,董事
1351ffcf9130c22d3491deb4716c0a22,002277,刘一曼,董事
00b4c29e9006b3ed306d1e7070571a07,002277,许惠明,董事
bf4e0961f0d04a62f8dcd3f32db1e475,002277,王远明,独立董事
1fac4687859c806d40bc28aea4d17c5c,002277,陈共荣,独立董事
894d994e78cd8fbb634348b53b00869d,002277,邓中华,独立董事
aef884b1f7be718962f31ba970be0448,002277,王林,独立董事
cb294b31719534e3ea2aae0d9405fb30,600647,刘社梅,董事长、董事
2eb554d8f338a40e8eebec15d09f6b9d,600647,詹爱民,董事
39afac3229e0c9cf4aa01c4574888508,600647,王兆彤,董事
a8992d2f2645fe7afa27fea5b56b644f,600647,周淡念,董事
6f4878c700f50ec3a2003d6dc22e6f0b,600647,曹红文,独立董事
1b4f2fbf22eae8656cd3cfcbf50470a1,600647,王扬,独立董事
7877c8e1b86af5e15f80dea62dd9353a,002670,杜力,董事长、董事
20a2f235c32c7aa252492e9aa9695a73,002670,张巍,副董事长、董事
16bd4d31d418bcbf17e976395c769730,002670,赵岑,董事
33fb8b2d15ea299c3b1f85f7f1bbedad,002670,李娥,董事
e7fcdf00b0960dd6c49c6a25f8533d12,002670,刘世明,董事
b388a89d59e48b277311927f19187e4d,002670,李英明,董事
28465b2dcad2a167d31f77d197c7c585,002670,徐强国,独立董事
26e21881b9f4e5840ca49b040149632e,002670,张李平,独立董事
ae54fedbc55a1363f673789bb9afaa01,002670,周春生,独立董事
94210893182e73b23d9ed849cc5c0ed3,000540,罗玉平,董事长、董事
c201635bffa8defdae4a8635f15ac613,000540,石维国,副董事长、董事
be98e54feef7e7b3bb83c6e90957090d,000540,张智,董事
b7fbfa3cce7bf170d5ef715171ab6f16,000540,陈畅,董事
f02a5660b38a68bc2b0f8cf3a07bf100,000540,李凯,董事
f128f9cc42dddfcfd25b5f0366239ad4,000540,林云,董事
f3d3e711ffccdeb850d245b5501374e2,000540,吴道永,董事
2c9894e4e265333c808c29085c252bad,000540,李自康,董事
96cd4a015919bcab3c8a967a67e1269a,000540,王强,独立董事
c58527c41c47b306ee357b3fd23efde7,000540,宋蓉,独立董事
2fd609e18853925e26f85f91e3980911,000540,胡北忠,独立董事
ff6ffbb7da51b7f2eef9e6201a73c185,000540,吴俐敏,独立董事
f1ef67c20e7b0a811b415318e8bd14ac,600822,秦青林,董事长、董事
04246fbb65f410a5bd6655438fd12d58,600822,肖志杰,董事
8875af2b5000f93bfc33cff5a1229eec,600822,许伟,董事
a85e15bffb75f4dcffa956069fc01185,600822,江海,董事
cf7a27f84080e55d00d0d1ea7b9121bb,600822,沈建章,董事
fd1ebbd6b9419f3fc8848b6d62fa4fb8,600822,薛士勇,独立董事
b5f4b2016a8f6a8b0cfa219aaa1b2699,600822,刘凤元,独立董事
cba5ef90b4dc1bbb938b8dc358f220bd,600822,袁敏,独立董事
